i x0 x1 x2 result
1 700.000000 -1.000000 0.0 1
2 700.000000 -1.000000 0.0 1
3 700.000000 -1.000000 0.0 1
4 700.000000 -1.000000 0.0 1
5 700.000000 -1.000000 0.0 1
6 700.000000 -1.000000 0.0 1
7 700.000000 -1.000000 0.0 1
8 700.000000 -1.000000 0.0 1
9 700.000000 -1.000000 0.0 1
10 700.000000 -1.000000 0.0 1
1 700.000000 -0.500000 0.0 1
2 700.000000 -0.500000 0.0 1
3 700.000000 -0.500000 0.0 1
4 700.000000 -0.500000 0.0 1
5 700.000000 -0.500000 0.0 1
6 700.000000 -0.500000 0.0 1
7 700.000000 -0.500000 0.0 1
8 700.000000 -0.500000 0.0 1
9 700.000000 -0.500000 0.0 1
10 700.000000 -0.500000 0.0 1
1 700.000000 0.000000 0.0 1
2 700.000000 0.000000 0.0 1
3 700.000000 0.000000 0.0 1
4 700.000000 0.000000 0.0 1
5 700.000000 0.000000 0.0 1
6 700.000000 0.000000 0.0 1
7 700.000000 0.000000 0.0 1
8 700.000000 0.000000 0.0 1
9 700.000000 0.000000 0.0 1
10 700.000000 0.000000 0.0 1
1 700.000000 0.500000 0.0 1
2 700.000000 0.500000 0.0 1
3 700.000000 0.500000 0.0 1
4 700.000000 0.500000 0.0 1
5 700.000000 0.500000 0.0 1
6 700.000000 0.500000 0.0 1
7 700.000000 0.500000 0.0 1
8 700.000000 0.500000 0.0 1
9 700.000000 0.500000 0.0 1
10 700.000000 0.500000 0.0 1
1 700.000000 1.000000 0.0 1
2 700.000000 1.000000 0.0 1
3 700.000000 1.000000 0.0 1
4 700.000000 1.000000 0.0 1
5 700.000000 1.000000 0.0 1
6 700.000000 1.000000 0.0 1
7 700.000000 1.000000 0.0 1
8 700.000000 1.000000 0.0 1
9 700.000000 1.000000 0.0 1
10 700.000000 1.000000 0.0 1
1 700.500000 -1.000000 0.0 1
2 700.500000 -1.000000 0.0 1
3 700.500000 -1.000000 0.0 1
4 700.500000 -1.000000 0.0 1
5 700.500000 -1.000000 0.0 1
6 700.500000 -1.000000 0.0 1
7 700.500000 -1.000000 0.0 1
8 700.500000 -1.000000 0.0 1
9 700.500000 -1.000000 0.0 1
10 700.500000 -1.000000 0.0 1
1 700.500000 -0.500000 0.0 1
2 700.500000 -0.500000 0.0 1
3 700.500000 -0.500000 0.0 1
4 700.500000 -0.500000 0.0 1
5 700.500000 -0.500000 0.0 1
6 700.500000 -0.500000 0.0 1
7 700.500000 -0.500000 0.0 1
8 700.500000 -0.500000 0.0 1
9 700.500000 -0.500000 0.0 1
10 700.500000 -0.500000 0.0 1
1 700.500000 0.000000 0.0 1
2 700.500000 0.000000 0.0 1
3 700.500000 0.000000 0.0 1
4 700.500000 0.000000 0.0 1
5 700.500000 0.000000 0.0 1
6 700.500000 0.000000 0.0 1
7 700.500000 0.000000 0.0 1
8 700.500000 0.000000 0.0 1
9 700.500000 0.000000 0.0 1
10 700.500000 0.000000 0.0 1
1 700.500000 0.500000 0.0 1
2 700.500000 0.500000 0.0 1
3 700.500000 0.500000 0.0 1
4 700.500000 0.500000 0.0 1
5 700.500000 0.500000 0.0 1
6 700.500000 0.500000 0.0 1
7 700.500000 0.500000 0.0 1
8 700.500000 0.500000 0.0 1
9 700.500000 0.500000 0.0 1
10 700.500000 0.500000 0.0 1
1 700.500000 1.000000 0.0 1
2 700.500000 1.000000 0.0 1
3 700.500000 1.000000 0.0 1
4 700.500000 1.000000 0.0 1
5 700.500000 1.000000 0.0 1
6 700.500000 1.000000 0.0 1
7 700.500000 1.000000 0.0 1
8 700.500000 1.000000 0.0 1
9 700.500000 1.000000 0.0 1
10 700.500000 1.000000 0.0 1
1 701.000000 -1.000000 0.0 1
2 701.000000 -1.000000 0.0 1
3 701.000000 -1.000000 0.0 1
4 701.000000 -1.000000 0.0 1
5 701.000000 -1.000000 0.0 1
6 701.000000 -1.000000 0.0 1
7 701.000000 -1.000000 0.0 1
8 701.000000 -1.000000 0.0 1
9 701.000000 -1.000000 0.0 1
10 701.000000 -1.000000 0.0 1
1 701.000000 -0.500000 0.0 1
2 701.000000 -0.500000 0.0 1
3 701.000000 -0.500000 0.0 1
4 701.000000 -0.500000 0.0 1
5 701.000000 -0.500000 0.0 1
6 701.000000 -0.500000 0.0 1
7 701.000000 -0.500000 0.0 1
8 701.000000 -0.500000 0.0 1
9 701.000000 -0.500000 0.0 1
10 701.000000 -0.500000 0.0 1
1 701.000000 0.000000 0.0 1
2 701.000000 0.000000 0.0 1
3 701.000000 0.000000 0.0 1
4 701.000000 0.000000 0.0 1
5 701.000000 0.000000 0.0 1
6 701.000000 0.000000 0.0 1
7 701.000000 0.000000 0.0 1
8 701.000000 0.000000 0.0 1
9 701.000000 0.000000 0.0 1
10 701.000000 0.000000 0.0 1
1 701.000000 0.500000 0.0 1
2 701.000000 0.500000 0.0 1
3 701.000000 0.500000 0.0 1
4 701.000000 0.500000 0.0 1
5 701.000000 0.500000 0.0 1
6 701.000000 0.500000 0.0 1
7 701.000000 0.500000 0.0 1
8 701.000000 0.500000 0.0 1
9 701.000000 0.500000 0.0 1
10 701.000000 0.500000 0.0 1
1 701.000000 1.000000 0.0 1
2 701.000000 1.000000 0.0 1
3 701.000000 1.000000 0.0 1
4 701.000000 1.000000 0.0 1
5 701.000000 1.000000 0.0 1
6 701.000000 1.000000 0.0 1
7 701.000000 1.000000 0.0 1
8 701.000000 1.000000 0.0 1
9 701.000000 1.000000 0.0 1
10 701.000000 1.000000 0.0 1
