x0,x1,x2,mean,std,min,max,count,sig_digits
-10.0,-10.0,0.0,4.53958e-05,0.0,4.53958e-05,4.53958e-05,10,7.224719895935548
-10.0,-9.5,0.0,4.539446e-05,4.898979485577099e-11,4.53944e-05,4.53945e-05,10,5.966897233360724
-10.0,-9.0,0.0,4.539227e-05,4.5825756949658885e-11,4.53922e-05,4.53923e-05,10,5.995872254339976
-10.0,-8.5,0.0,4.5388599999999994e-05,6.776263578034403e-21,4.53886e-05,4.53886e-05,10,7.224719895935548
-10.0,-8.0,0.0,4.538264e-05,4.898979485577098e-11,4.53826e-05,4.53827e-05,10,5.966784135215815
-10.0,-7.5,0.0,4.53728e-05,0.0,4.53728e-05,4.53728e-05,10,7.224719895935548
-10.0,-7.0,0.0,4.535651e-05,3.000000000006578e-11,4.53565e-05,4.53566e-05,10,6.1795183752459515
-10.0,-6.5,0.0,4.532972e-05,4.000000000008771e-11,4.53297e-05,4.53298e-05,10,6.054323045117144
-10.0,-6.0,0.0,4.528562e-05,4.000000000008771e-11,4.52856e-05,4.52857e-05,10,6.053900326664308
-10.0,-5.5,0.0,4.5213099999999996e-05,6.776263578034403e-21,4.52131e-05,4.52131e-05,10,7.224719895935548
-10.0,-5.0,0.0,4.509402e-05,4.000000000008771e-11,4.5094e-05,4.50941e-05,10,6.052058961786385
-10.0,-4.5,0.0,4.489912e-05,4.0000000000087705e-11,4.48991e-05,4.48992e-05,10,6.05017783780605
-10.0,-4.0,0.0,4.4581360000000004e-05,4.898979485577099e-11,4.45813e-05,4.45814e-05,10,5.959047692087066
-10.0,-3.5,0.0,4.406723e-05,4.5825756949658885e-11,4.40672e-05,4.40673e-05,10,5.983006104900044
-10.0,-3.0,0.0,4.324493e-05,4.582575694655361e-11,4.32449e-05,4.3245e-05,10,5.974825551119204
-10.0,-2.5,0.0,4.195421e-05,3.000000000006578e-11,4.19542e-05,4.19543e-05,10,6.145654292995453
-10.0,-2.0,0.0,3.998651e-05,3.000000000006578e-11,3.99865e-05,3.99866e-05,10,6.1247922460899735
-10.0,-1.5,0.0,3.7116420000000004e-05,4.0000000000087705e-11,3.71164e-05,3.71165e-05,10,5.967506089115961
-10.0,-1.0,0.0,3.31889e-05,0.0,3.31889e-05,3.31889e-05,10,7.224719895935548
-10.0,-0.5,0.0,2.8258800000000008e-05,6.776263578034403e-21,2.82588e-05,2.82588e-05,10,7.224719895935548
-10.0,0.0,0.0,2.2699449999999998e-05,4.999999999841557e-11,2.26994e-05,2.26995e-05,10,5.657045330189862
-10.0,0.5,0.0,1.7139999999999995e-05,3.3881317890172014e-21,1.714e-05,1.714e-05,10,7.224719895935548
-10.0,1.0,0.0,1.2209800000000001e-05,1.6940658945086007e-21,1.22098e-05,1.22098e-05,10,7.224719895935548
-10.0,1.5,0.0,8.282039999999999e-06,4.472135954933625e-12,8.28203e-06,8.28205e-06,10,6.2676223258700325
-10.0,2.0,0.0,5.411776e-06,4.898979485494106e-12,5.41177e-06,5.41178e-06,10,6.0432341914706385
-10.0,2.5,0.0,3.44394e-06,0.0,3.44394e-06,3.44394e-06,10,7.224719895935548
-10.0,3.0,0.0,2.153128e-06,4.000000000110415e-12,2.15312e-06,2.15313e-06,10,5.731009857360124
-10.0,3.5,0.0,1.33077e-06,0.0,1.33077e-06,1.33077e-06,10,7.224719895935548
-10.0,4.0,0.0,8.165719000000001e-07,3.0000000000828113e-13,8.16571e-07,8.16572e-07,10,6.434873176102797
-10.0,4.5,0.0,4.988061000000001e-07,2.9999999997651737e-13,4.98806e-07,4.98807e-07,10,6.220810501227776
-10.0,5.0,0.0,3.03855e-07,0.0,3.03855e-07,3.03855e-07,10,7.224719895935548
-10.0,5.5,0.0,1.8478399999999997e-07,2.6469779601696886e-23,1.84784e-07,1.84784e-07,10,7.224719895935548
-10.0,6.0,0.0,1.1225700000000001e-07,1.3234889800848443e-23,1.12257e-07,1.12257e-07,10,7.224719895935548
-10.0,6.5,0.0,6.815356e-08,6.633249580510816e-14,6.81534e-08,6.81536e-08,10,6.011762207897771
