i x0 x1 x2 result
1 -10.000000 0.0 0.0 2.27127e-05
2 -10.000000 0.0 0.0 2.27102e-05
3 -10.000000 0.0 0.0 2.26891e-05
4 -10.000000 0.0 0.0 2.27003e-05
5 -10.000000 0.0 0.0 2.27128e-05
6 -10.000000 0.0 0.0 2.27043e-05
7 -10.000000 0.0 0.0 2.26996e-05
8 -10.000000 0.0 0.0 2.26906e-05
9 -10.000000 0.0 0.0 2.2691e-05
10 -10.000000 0.0 0.0 2.26893e-05
1 -9.990000 0.0 0.0 2.29241e-05
2 -9.990000 0.0 0.0 2.29151e-05
3 -9.990000 0.0 0.0 2.29249e-05
4 -9.990000 0.0 0.0 2.29418e-05
5 -9.990000 0.0 0.0 2.29198e-05
6 -9.990000 0.0 0.0 2.29374e-05
7 -9.990000 0.0 0.0 2.29185e-05
8 -9.990000 0.0 0.0 2.29213e-05
9 -9.990000 0.0 0.0 2.29285e-05
10 -9.990000 0.0 0.0 2.29441e-05
1 -9.980000 0.0 0.0 2.31619e-05
2 -9.980000 0.0 0.0 2.31453e-05
3 -9.980000 0.0 0.0 2.31377e-05
4 -9.980000 0.0 0.0 2.3134e-05
5 -9.980000 0.0 0.0 2.31631e-05
6 -9.980000 0.0 0.0 2.31504e-05
7 -9.980000 0.0 0.0 2.31527e-05
8 -9.980000 0.0 0.0 2.31701e-05
9 -9.980000 0.0 0.0 2.31271e-05
10 -9.980000 0.0 0.0 2.31749e-05
1 -9.970000 0.0 0.0 2.33925e-05
2 -9.970000 0.0 0.0 2.34011e-05
3 -9.970000 0.0 0.0 2.33965e-05
4 -9.970000 0.0 0.0 2.33937e-05
5 -9.970000 0.0 0.0 2.33984e-05
6 -9.970000 0.0 0.0 2.3391e-05
7 -9.970000 0.0 0.0 2.33918e-05
8 -9.970000 0.0 0.0 2.34073e-05
9 -9.970000 0.0 0.0 2.33927e-05
10 -9.970000 0.0 0.0 2.33963e-05
1 -9.960000 0.0 0.0 2.36454e-05
2 -9.960000 0.0 0.0 2.36232e-05
3 -9.960000 0.0 0.0 2.36397e-05
4 -9.960000 0.0 0.0 2.36374e-05
5 -9.960000 0.0 0.0 2.36193e-05
6 -9.960000 0.0 0.0 2.36286e-05
7 -9.960000 0.0 0.0 2.36445e-05
8 -9.960000 0.0 0.0 2.36346e-05
9 -9.960000 0.0 0.0 2.36302e-05
10 -9.960000 0.0 0.0 2.36321e-05
1 -9.950000 0.0 0.0 2.38775e-05
2 -9.950000 0.0 0.0 2.38761e-05
3 -9.950000 0.0 0.0 2.38821e-05
4 -9.950000 0.0 0.0 2.38682e-05
5 -9.950000 0.0 0.0 2.38593e-05
6 -9.950000 0.0 0.0 2.38626e-05
7 -9.950000 0.0 0.0 2.38635e-05
8 -9.950000 0.0 0.0 2.38788e-05
9 -9.950000 0.0 0.0 2.38709e-05
10 -9.950000 0.0 0.0 2.38652e-05
1 -9.940000 0.0 0.0 2.4099e-05
2 -9.940000 0.0 0.0 2.41029e-05
3 -9.940000 0.0 0.0 2.41205e-05
4 -9.940000 0.0 0.0 2.41093e-05
5 -9.940000 0.0 0.0 2.41114e-05
6 -9.940000 0.0 0.0 2.41111e-05
7 -9.940000 0.0 0.0 2.41206e-05
8 -9.940000 0.0 0.0 2.40912e-05
9 -9.940000 0.0 0.0 2.41136e-05
10 -9.940000 0.0 0.0 2.41208e-05
1 -9.930000 0.0 0.0 2.43463e-05
2 -9.930000 0.0 0.0 2.43551e-05
3 -9.930000 0.0 0.0 2.43594e-05
4 -9.930000 0.0 0.0 2.43328e-05
5 -9.930000 0.0 0.0 2.43265e-05
6 -9.930000 0.0 0.0 2.43436e-05
7 -9.930000 0.0 0.0 2.43566e-05
8 -9.930000 0.0 0.0 2.43438e-05
9 -9.930000 0.0 0.0 2.43546e-05
10 -9.930000 0.0 0.0 2.43468e-05
1 -9.920000 0.0 0.0 2.45885e-05
2 -9.920000 0.0 0.0 2.45968e-05
3 -9.920000 0.0 0.0 2.45686e-05
4 -9.920000 0.0 0.0 2.45779e-05
5 -9.920000 0.0 0.0 2.46004e-05
6 -9.920000 0.0 0.0 2.45868e-05
7 -9.920000 0.0 0.0 2.46093e-05
8 -9.920000 0.0 0.0 2.45621e-05
9 -9.920000 0.0 0.0 2.45879e-05
10 -9.920000 0.0 0.0 2.459e-05
1 -9.910000 0.0 0.0 2.48407e-05
2 -9.910000 0.0 0.0 2.48551e-05
3 -9.910000 0.0 0.0 2.48328e-05
4 -9.910000 0.0 0.0 2.48391e-05
5 -9.910000 0.0 0.0 2.48503e-05
6 -9.910000 0.0 0.0 2.48276e-05
7 -9.910000 0.0 0.0 2.48401e-05
8 -9.910000 0.0 0.0 2.48442e-05
9 -9.910000 0.0 0.0 2.48156e-05
10 -9.910000 0.0 0.0 2.48248e-05
1 -9.900000 0.0 0.0 2.50982e-05
2 -9.900000 0.0 0.0 2.50935e-05
3 -9.900000 0.0 0.0 2.50769e-05
4 -9.900000 0.0 0.0 2.50837e-05
5 -9.900000 0.0 0.0 2.5093e-05
6 -9.900000 0.0 0.0 2.50713e-05
7 -9.900000 0.0 0.0 2.50804e-05
8 -9.900000 0.0 0.0 2.50764e-05
9 -9.900000 0.0 0.0 2.50786e-05
10 -9.900000 0.0 0.0 2.50606e-05
1 -9.890000 0.0 0.0 2.53439e-05
2 -9.890000 0.0 0.0 2.53378e-05
3 -9.890000 0.0 0.0 2.53495e-05
4 -9.890000 0.0 0.0 2.5354e-05
5 -9.890000 0.0 0.0 2.53293e-05
6 -9.890000 0.0 0.0 2.53395e-05
7 -9.890000 0.0 0.0 2.5339e-05
8 -9.890000 0.0 0.0 2.53357e-05
9 -9.890000 0.0 0.0 2.53315e-05
10 -9.890000 0.0 0.0 2.53263e-05
1 -9.880000 0.0 0.0 2.55848e-05
2 -9.880000 0.0 0.0 2.56052e-05
3 -9.880000 0.0 0.0 2.55998e-05
4 -9.880000 0.0 0.0 2.55842e-05
5 -9.880000 0.0 0.0 2.5603e-05
6 -9.880000 0.0 0.0 2.56006e-05
7 -9.880000 0.0 0.0 2.55802e-05
8 -9.880000 0.0 0.0 2.55768e-05
9 -9.880000 0.0 0.0 2.55742e-05
10 -9.880000 0.0 0.0 2.5594e-05
1 -9.870000 0.0 0.0 2.58649e-05
2 -9.870000 0.0 0.0 2.58633e-05
3 -9.870000 0.0 0.0 2.58612e-05
4 -9.870000 0.0 0.0 2.58559e-05
5 -9.870000 0.0 0.0 2.58591e-05
6 -9.870000 0.0 0.0 2.58673e-05
7 -9.870000 0.0 0.0 2.58494e-05
8 -9.870000 0.0 0.0 2.58431e-05
9 -9.870000 0.0 0.0 2.58535e-05
10 -9.870000 0.0 0.0 2.58572e-05
1 -9.860000 0.0 0.0 2.61285e-05
2 -9.860000 0.0 0.0 2.61038e-05
3 -9.860000 0.0 0.0 2.61078e-05
4 -9.860000 0.0 0.0 2.61179e-05
5 -9.860000 0.0 0.0 2.61304e-05
6 -9.860000 0.0 0.0 2.61108e-05
7 -9.860000 0.0 0.0 2.61262e-05
8 -9.860000 0.0 0.0 2.61125e-05
9 -9.860000 0.0 0.0 2.61277e-05
10 -9.860000 0.0 0.0 2.61135e-05
1 -9.850000 0.0 0.0 2.63796e-05
2 -9.850000 0.0 0.0 2.63748e-05
3 -9.850000 0.0 0.0 2.63678e-05
4 -9.850000 0.0 0.0 2.63763e-05
5 -9.850000 0.0 0.0 2.63799e-05
6 -9.850000 0.0 0.0 2.63775e-05
7 -9.850000 0.0 0.0 2.63805e-05
8 -9.850000 0.0 0.0 2.63619e-05
9 -9.850000 0.0 0.0 2.63742e-05
10 -9.850000 0.0 0.0 2.63907e-05
1 -9.840000 0.0 0.0 2.66474e-05
2 -9.840000 0.0 0.0 2.66376e-05
3 -9.840000 0.0 0.0 2.66323e-05
4 -9.840000 0.0 0.0 2.66404e-05
5 -9.840000 0.0 0.0 2.66381e-05
6 -9.840000 0.0 0.0 2.66298e-05
7 -9.840000 0.0 0.0 2.66286e-05
8 -9.840000 0.0 0.0 2.66307e-05
9 -9.840000 0.0 0.0 2.66481e-05
10 -9.840000 0.0 0.0 2.66539e-05
1 -9.830000 0.0 0.0 2.68934e-05
2 -9.830000 0.0 0.0 2.69198e-05
3 -9.830000 0.0 0.0 2.68998e-05
4 -9.830000 0.0 0.0 2.69086e-05
5 -9.830000 0.0 0.0 2.69006e-05
6 -9.830000 0.0 0.0 2.69181e-05
7 -9.830000 0.0 0.0 2.68931e-05
8 -9.830000 0.0 0.0 2.69054e-05
9 -9.830000 0.0 0.0 2.69023e-05
10 -9.830000 0.0 0.0 2.69129e-05
1 -9.820000 0.0 0.0 2.71659e-05
2 -9.820000 0.0 0.0 2.7155e-05
3 -9.820000 0.0 0.0 2.71603e-05
4 -9.820000 0.0 0.0 2.71787e-05
5 -9.820000 0.0 0.0 2.71701e-05
6 -9.820000 0.0 0.0 2.71687e-05
7 -9.820000 0.0 0.0 2.71668e-05
8 -9.820000 0.0 0.0 2.71717e-05
9 -9.820000 0.0 0.0 2.71683e-05
10 -9.820000 0.0 0.0 2.71854e-05
1 -9.810000 0.0 0.0 2.74539e-05
2 -9.810000 0.0 0.0 2.74258e-05
3 -9.810000 0.0 0.0 2.74613e-05
4 -9.810000 0.0 0.0 2.74653e-05
5 -9.810000 0.0 0.0 2.74574e-05
6 -9.810000 0.0 0.0 2.74407e-05
7 -9.810000 0.0 0.0 2.74396e-05
8 -9.810000 0.0 0.0 2.74421e-05
9 -9.810000 0.0 0.0 2.74557e-05
10 -9.810000 0.0 0.0 2.74524e-05
1 -9.800000 0.0 0.0 2.77285e-05
2 -9.800000 0.0 0.0 2.77169e-05
3 -9.800000 0.0 0.0 2.77246e-05
4 -9.800000 0.0 0.0 2.77286e-05
5 -9.800000 0.0 0.0 2.77117e-05
6 -9.800000 0.0 0.0 2.77112e-05
7 -9.800000 0.0 0.0 2.77244e-05
8 -9.800000 0.0 0.0 2.77481e-05
9 -9.800000 0.0 0.0 2.77062e-05
10 -9.800000 0.0 0.0 2.77152e-05
1 -9.790000 0.0 0.0 2.80053e-05
2 -9.790000 0.0 0.0 2.80006e-05
3 -9.790000 0.0 0.0 2.80217e-05
4 -9.790000 0.0 0.0 2.80091e-05
5 -9.790000 0.0 0.0 2.80147e-05
6 -9.790000 0.0 0.0 2.79871e-05
7 -9.790000 0.0 0.0 2.80107e-05
8 -9.790000 0.0 0.0 2.80207e-05
9 -9.790000 0.0 0.0 2.80021e-05
10 -9.790000 0.0 0.0 2.79993e-05
1 -9.780000 0.0 0.0 2.82708e-05
2 -9.780000 0.0 0.0 2.82953e-05
3 -9.780000 0.0 0.0 2.82914e-05
4 -9.780000 0.0 0.0 2.82817e-05
5 -9.780000 0.0 0.0 2.82827e-05
6 -9.780000 0.0 0.0 2.8281e-05
7 -9.780000 0.0 0.0 2.82731e-05
8 -9.780000 0.0 0.0 2.82789e-05
9 -9.780000 0.0 0.0 2.82555e-05
10 -9.780000 0.0 0.0 2.82952e-05
1 -9.770000 0.0 0.0 2.8578e-05
2 -9.770000 0.0 0.0 2.85833e-05
3 -9.770000 0.0 0.0 2.85881e-05
4 -9.770000 0.0 0.0 2.85466e-05
5 -9.770000 0.0 0.0 2.85765e-05
6 -9.770000 0.0 0.0 2.85775e-05
7 -9.770000 0.0 0.0 2.85802e-05
8 -9.770000 0.0 0.0 2.85633e-05
9 -9.770000 0.0 0.0 2.85773e-05
10 -9.770000 0.0 0.0 2.8564e-05
1 -9.760000 0.0 0.0 2.88393e-05
2 -9.760000 0.0 0.0 2.88398e-05
3 -9.760000 0.0 0.0 2.88502e-05
4 -9.760000 0.0 0.0 2.88579e-05
5 -9.760000 0.0 0.0 2.88412e-05
6 -9.760000 0.0 0.0 2.88512e-05
7 -9.760000 0.0 0.0 2.88364e-05
8 -9.760000 0.0 0.0 2.8859e-05
9 -9.760000 0.0 0.0 2.88509e-05
10 -9.760000 0.0 0.0 2.88544e-05
1 -9.750000 0.0 0.0 2.91532e-05
2 -9.750000 0.0 0.0 2.91749e-05
3 -9.750000 0.0 0.0 2.91377e-05
4 -9.750000 0.0 0.0 2.91442e-05
5 -9.750000 0.0 0.0 2.91302e-05
6 -9.750000 0.0 0.0 2.9151e-05
7 -9.750000 0.0 0.0 2.91579e-05
8 -9.750000 0.0 0.0 2.91499e-05
9 -9.750000 0.0 0.0 2.91564e-05
10 -9.750000 0.0 0.0 2.91524e-05
1 -9.740000 0.0 0.0 2.94455e-05
2 -9.740000 0.0 0.0 2.94248e-05
3 -9.740000 0.0 0.0 2.94272e-05
4 -9.740000 0.0 0.0 2.94353e-05
5 -9.740000 0.0 0.0 2.94291e-05
6 -9.740000 0.0 0.0 2.94331e-05
7 -9.740000 0.0 0.0 2.94512e-05
8 -9.740000 0.0 0.0 2.94428e-05
9 -9.740000 0.0 0.0 2.94219e-05
10 -9.740000 0.0 0.0 2.94482e-05
1 -9.730000 0.0 0.0 2.97504e-05
2 -9.730000 0.0 0.0 2.97443e-05
3 -9.730000 0.0 0.0 2.96868e-05
4 -9.730000 0.0 0.0 2.97355e-05
5 -9.730000 0.0 0.0 2.9756e-05
6 -9.730000 0.0 0.0 2.97376e-05
7 -9.730000 0.0 0.0 2.97435e-05
8 -9.730000 0.0 0.0 2.97456e-05
9 -9.730000 0.0 0.0 2.97335e-05
10 -9.730000 0.0 0.0 2.97195e-05
1 -9.720000 0.0 0.0 3.00323e-05
2 -9.720000 0.0 0.0 3.00202e-05
3 -9.720000 0.0 0.0 3.0042e-05
4 -9.720000 0.0 0.0 3.00268e-05
5 -9.720000 0.0 0.0 3.00427e-05
6 -9.720000 0.0 0.0 3.00379e-05
7 -9.720000 0.0 0.0 3.00522e-05
8 -9.720000 0.0 0.0 3.00372e-05
9 -9.720000 0.0 0.0 3.00403e-05
10 -9.720000 0.0 0.0 3.00178e-05
1 -9.710000 0.0 0.0 3.03461e-05
2 -9.710000 0.0 0.0 3.03414e-05
3 -9.710000 0.0 0.0 3.03402e-05
4 -9.710000 0.0 0.0 3.02968e-05
5 -9.710000 0.0 0.0 3.03168e-05
6 -9.710000 0.0 0.0 3.03658e-05
7 -9.710000 0.0 0.0 3.03528e-05
8 -9.710000 0.0 0.0 3.0332e-05
9 -9.710000 0.0 0.0 3.03521e-05
10 -9.710000 0.0 0.0 3.03531e-05
1 -9.700000 0.0 0.0 3.0671e-05
2 -9.700000 0.0 0.0 3.0666e-05
3 -9.700000 0.0 0.0 3.06423e-05
4 -9.700000 0.0 0.0 3.06556e-05
5 -9.700000 0.0 0.0 3.06287e-05
6 -9.700000 0.0 0.0 3.06262e-05
7 -9.700000 0.0 0.0 3.06323e-05
8 -9.700000 0.0 0.0 3.06323e-05
9 -9.700000 0.0 0.0 3.06548e-05
10 -9.700000 0.0 0.0 3.06418e-05
1 -9.690000 0.0 0.0 3.09895e-05
2 -9.690000 0.0 0.0 3.09229e-05
3 -9.690000 0.0 0.0 3.0947e-05
4 -9.690000 0.0 0.0 3.09184e-05
5 -9.690000 0.0 0.0 3.09666e-05
6 -9.690000 0.0 0.0 3.09601e-05
7 -9.690000 0.0 0.0 3.09868e-05
8 -9.690000 0.0 0.0 3.09321e-05
9 -9.690000 0.0 0.0 3.09676e-05
10 -9.690000 0.0 0.0 3.0972e-05
1 -9.680000 0.0 0.0 3.12172e-05
2 -9.680000 0.0 0.0 3.1258e-05
3 -9.680000 0.0 0.0 3.12957e-05
4 -9.680000 0.0 0.0 3.12281e-05
5 -9.680000 0.0 0.0 3.12815e-05
6 -9.680000 0.0 0.0 3.12437e-05
7 -9.680000 0.0 0.0 3.12763e-05
8 -9.680000 0.0 0.0 3.12393e-05
9 -9.680000 0.0 0.0 3.12657e-05
10 -9.680000 0.0 0.0 3.12345e-05
1 -9.670000 0.0 0.0 3.16019e-05
2 -9.670000 0.0 0.0 3.15715e-05
3 -9.670000 0.0 0.0 3.15821e-05
4 -9.670000 0.0 0.0 3.15298e-05
5 -9.670000 0.0 0.0 3.15659e-05
6 -9.670000 0.0 0.0 3.15869e-05
7 -9.670000 0.0 0.0 3.1599e-05
8 -9.670000 0.0 0.0 3.16032e-05
9 -9.670000 0.0 0.0 3.1576e-05
10 -9.670000 0.0 0.0 3.15945e-05
1 -9.660000 0.0 0.0 3.19019e-05
2 -9.660000 0.0 0.0 3.18812e-05
3 -9.660000 0.0 0.0 3.19105e-05
4 -9.660000 0.0 0.0 3.18834e-05
5 -9.660000 0.0 0.0 3.18963e-05
6 -9.660000 0.0 0.0 3.18741e-05
7 -9.660000 0.0 0.0 3.18852e-05
8 -9.660000 0.0 0.0 3.18831e-05
9 -9.660000 0.0 0.0 3.18837e-05
10 -9.660000 0.0 0.0 3.19007e-05
1 -9.650000 0.0 0.0 3.21966e-05
2 -9.650000 0.0 0.0 3.22044e-05
3 -9.650000 0.0 0.0 3.22071e-05
4 -9.650000 0.0 0.0 3.21967e-05
5 -9.650000 0.0 0.0 3.22044e-05
6 -9.650000 0.0 0.0 3.22051e-05
7 -9.650000 0.0 0.0 3.22223e-05
8 -9.650000 0.0 0.0 3.22231e-05
9 -9.650000 0.0 0.0 3.21982e-05
10 -9.650000 0.0 0.0 3.22285e-05
1 -9.640000 0.0 0.0 3.25366e-05
2 -9.640000 0.0 0.0 3.25477e-05
3 -9.640000 0.0 0.0 3.25343e-05
4 -9.640000 0.0 0.0 3.25474e-05
5 -9.640000 0.0 0.0 3.25123e-05
6 -9.640000 0.0 0.0 3.25398e-05
7 -9.640000 0.0 0.0 3.2535e-05
8 -9.640000 0.0 0.0 3.25279e-05
9 -9.640000 0.0 0.0 3.25121e-05
10 -9.640000 0.0 0.0 3.25324e-05
1 -9.630000 0.0 0.0 3.28712e-05
2 -9.630000 0.0 0.0 3.28708e-05
3 -9.630000 0.0 0.0 3.28533e-05
4 -9.630000 0.0 0.0 3.28589e-05
5 -9.630000 0.0 0.0 3.28531e-05
6 -9.630000 0.0 0.0 3.28641e-05
7 -9.630000 0.0 0.0 3.28164e-05
8 -9.630000 0.0 0.0 3.28589e-05
9 -9.630000 0.0 0.0 3.28789e-05
10 -9.630000 0.0 0.0 3.28475e-05
1 -9.620000 0.0 0.0 3.3188e-05
2 -9.620000 0.0 0.0 3.3202e-05
3 -9.620000 0.0 0.0 3.32125e-05
4 -9.620000 0.0 0.0 3.32088e-05
5 -9.620000 0.0 0.0 3.31719e-05
6 -9.620000 0.0 0.0 3.31833e-05
7 -9.620000 0.0 0.0 3.31877e-05
8 -9.620000 0.0 0.0 3.32041e-05
9 -9.620000 0.0 0.0 3.32223e-05
10 -9.620000 0.0 0.0 3.3163e-05
1 -9.610000 0.0 0.0 3.35201e-05
2 -9.610000 0.0 0.0 3.35261e-05
3 -9.610000 0.0 0.0 3.35434e-05
4 -9.610000 0.0 0.0 3.35469e-05
5 -9.610000 0.0 0.0 3.34889e-05
6 -9.610000 0.0 0.0 3.3519e-05
7 -9.610000 0.0 0.0 3.35103e-05
8 -9.610000 0.0 0.0 3.3504e-05
9 -9.610000 0.0 0.0 3.35157e-05
10 -9.610000 0.0 0.0 3.3501e-05
1 -9.600000 0.0 0.0 3.38522e-05
2 -9.600000 0.0 0.0 3.38738e-05
3 -9.600000 0.0 0.0 3.38634e-05
4 -9.600000 0.0 0.0 3.38604e-05
5 -9.600000 0.0 0.0 3.38857e-05
6 -9.600000 0.0 0.0 3.38607e-05
7 -9.600000 0.0 0.0 3.38727e-05
8 -9.600000 0.0 0.0 3.38435e-05
9 -9.600000 0.0 0.0 3.38526e-05
10 -9.600000 0.0 0.0 3.38533e-05
1 -9.590000 0.0 0.0 3.41647e-05
2 -9.590000 0.0 0.0 3.42054e-05
3 -9.590000 0.0 0.0 3.4209e-05
4 -9.590000 0.0 0.0 3.42217e-05
5 -9.590000 0.0 0.0 3.41962e-05
6 -9.590000 0.0 0.0 3.42046e-05
7 -9.590000 0.0 0.0 3.42378e-05
8 -9.590000 0.0 0.0 3.41856e-05
9 -9.590000 0.0 0.0 3.42006e-05
10 -9.590000 0.0 0.0 3.42161e-05
1 -9.580000 0.0 0.0 3.45484e-05
2 -9.580000 0.0 0.0 3.45294e-05
3 -9.580000 0.0 0.0 3.4545e-05
4 -9.580000 0.0 0.0 3.45241e-05
5 -9.580000 0.0 0.0 3.45433e-05
6 -9.580000 0.0 0.0 3.45626e-05
7 -9.580000 0.0 0.0 3.4544e-05
8 -9.580000 0.0 0.0 3.45057e-05
9 -9.580000 0.0 0.0 3.45656e-05
10 -9.580000 0.0 0.0 3.45525e-05
1 -9.570000 0.0 0.0 3.48924e-05
2 -9.570000 0.0 0.0 3.49088e-05
3 -9.570000 0.0 0.0 3.49069e-05
4 -9.570000 0.0 0.0 3.49046e-05
5 -9.570000 0.0 0.0 3.49014e-05
6 -9.570000 0.0 0.0 3.48922e-05
7 -9.570000 0.0 0.0 3.48936e-05
8 -9.570000 0.0 0.0 3.48763e-05
9 -9.570000 0.0 0.0 3.4875e-05
10 -9.570000 0.0 0.0 3.48913e-05
1 -9.560000 0.0 0.0 3.5234e-05
2 -9.560000 0.0 0.0 3.52712e-05
3 -9.560000 0.0 0.0 3.52564e-05
4 -9.560000 0.0 0.0 3.51822e-05
5 -9.560000 0.0 0.0 3.52265e-05
6 -9.560000 0.0 0.0 3.52053e-05
7 -9.560000 0.0 0.0 3.52422e-05
8 -9.560000 0.0 0.0 3.52412e-05
9 -9.560000 0.0 0.0 3.52058e-05
10 -9.560000 0.0 0.0 3.52525e-05
1 -9.550000 0.0 0.0 3.55813e-05
2 -9.550000 0.0 0.0 3.56125e-05
3 -9.550000 0.0 0.0 3.55778e-05
4 -9.550000 0.0 0.0 3.55917e-05
5 -9.550000 0.0 0.0 3.56396e-05
6 -9.550000 0.0 0.0 3.56085e-05
7 -9.550000 0.0 0.0 3.56272e-05
8 -9.550000 0.0 0.0 3.55833e-05
9 -9.550000 0.0 0.0 3.56132e-05
10 -9.550000 0.0 0.0 3.55947e-05
1 -9.540000 0.0 0.0 3.59563e-05
2 -9.540000 0.0 0.0 3.5973e-05
3 -9.540000 0.0 0.0 3.59616e-05
4 -9.540000 0.0 0.0 3.596e-05
5 -9.540000 0.0 0.0 3.59478e-05
6 -9.540000 0.0 0.0 3.59791e-05
7 -9.540000 0.0 0.0 3.5988e-05
8 -9.540000 0.0 0.0 3.59781e-05
9 -9.540000 0.0 0.0 3.59811e-05
10 -9.540000 0.0 0.0 3.59481e-05
1 -9.530000 0.0 0.0 3.63237e-05
2 -9.530000 0.0 0.0 3.63117e-05
3 -9.530000 0.0 0.0 3.63323e-05
4 -9.530000 0.0 0.0 3.63364e-05
5 -9.530000 0.0 0.0 3.62887e-05
6 -9.530000 0.0 0.0 3.62767e-05
7 -9.530000 0.0 0.0 3.6318e-05
8 -9.530000 0.0 0.0 3.63327e-05
9 -9.530000 0.0 0.0 3.6306e-05
10 -9.530000 0.0 0.0 3.63231e-05
1 -9.520000 0.0 0.0 3.67021e-05
2 -9.520000 0.0 0.0 3.66894e-05
3 -9.520000 0.0 0.0 3.66586e-05
4 -9.520000 0.0 0.0 3.67068e-05
5 -9.520000 0.0 0.0 3.67029e-05
6 -9.520000 0.0 0.0 3.66702e-05
7 -9.520000 0.0 0.0 3.66801e-05
8 -9.520000 0.0 0.0 3.6726e-05
9 -9.520000 0.0 0.0 3.66789e-05
10 -9.520000 0.0 0.0 3.66501e-05
1 -9.510000 0.0 0.0 3.70894e-05
2 -9.510000 0.0 0.0 3.70374e-05
3 -9.510000 0.0 0.0 3.70527e-05
4 -9.510000 0.0 0.0 3.70747e-05
5 -9.510000 0.0 0.0 3.70723e-05
6 -9.510000 0.0 0.0 3.7056e-05
7 -9.510000 0.0 0.0 3.70371e-05
8 -9.510000 0.0 0.0 3.70707e-05
9 -9.510000 0.0 0.0 3.70635e-05
10 -9.510000 0.0 0.0 3.70615e-05
1 -9.500000 0.0 0.0 3.73854e-05
2 -9.500000 0.0 0.0 3.74151e-05
3 -9.500000 0.0 0.0 3.74451e-05
4 -9.500000 0.0 0.0 3.74048e-05
