i x0 x1 x2 result
1 -10.000000 0.0 0.0 2.26994e-05
2 -10.000000 0.0 0.0 2.26994e-05
3 -10.000000 0.0 0.0 2.26994e-05
4 -10.000000 0.0 0.0 2.26994e-05
5 -10.000000 0.0 0.0 2.26994e-05
6 -10.000000 0.0 0.0 2.26994e-05
7 -10.000000 0.0 0.0 2.26994e-05
8 -10.000000 0.0 0.0 2.26994e-05
9 -10.000000 0.0 0.0 2.26995e-05
10 -10.000000 0.0 0.0 2.26994e-05
1 -9.990000 0.0 0.0 2.29276e-05
2 -9.990000 0.0 0.0 2.29276e-05
3 -9.990000 0.0 0.0 2.29276e-05
4 -9.990000 0.0 0.0 2.29276e-05
5 -9.990000 0.0 0.0 2.29276e-05
6 -9.990000 0.0 0.0 2.29276e-05
7 -9.990000 0.0 0.0 2.29276e-05
8 -9.990000 0.0 0.0 2.29276e-05
9 -9.990000 0.0 0.0 2.29276e-05
10 -9.990000 0.0 0.0 2.29276e-05
1 -9.980000 0.0 0.0 2.3158e-05
2 -9.980000 0.0 0.0 2.3158e-05
3 -9.980000 0.0 0.0 2.3158e-05
4 -9.980000 0.0 0.0 2.3158e-05
5 -9.980000 0.0 0.0 2.3158e-05
6 -9.980000 0.0 0.0 2.3158e-05
7 -9.980000 0.0 0.0 2.3158e-05
8 -9.980000 0.0 0.0 2.3158e-05
9 -9.980000 0.0 0.0 2.3158e-05
10 -9.980000 0.0 0.0 2.3158e-05
1 -9.970000 0.0 0.0 2.33907e-05
2 -9.970000 0.0 0.0 2.33907e-05
3 -9.970000 0.0 0.0 2.33907e-05
4 -9.970000 0.0 0.0 2.33907e-05
5 -9.970000 0.0 0.0 2.33907e-05
6 -9.970000 0.0 0.0 2.33907e-05
7 -9.970000 0.0 0.0 2.33907e-05
8 -9.970000 0.0 0.0 2.33907e-05
9 -9.970000 0.0 0.0 2.33907e-05
10 -9.970000 0.0 0.0 2.33907e-05
1 -9.960000 0.0 0.0 2.36258e-05
2 -9.960000 0.0 0.0 2.36258e-05
3 -9.960000 0.0 0.0 2.36258e-05
4 -9.960000 0.0 0.0 2.36258e-05
5 -9.960000 0.0 0.0 2.36258e-05
6 -9.960000 0.0 0.0 2.36258e-05
7 -9.960000 0.0 0.0 2.36258e-05
