i x0 x1 x2 result
1 0.500000 0.0 0.000000 0.451863
2 0.500000 0.0 0.000000 0.451863
3 0.500000 0.0 0.000000 0.451863
4 0.500000 0.0 0.000000 0.451863
5 0.500000 0.0 0.000000 0.451863
6 0.500000 0.0 0.000000 0.451863
7 0.500000 0.0 0.000000 0.451863
8 0.500000 0.0 0.000000 0.451863
9 0.500000 0.0 0.000000 0.451863
10 0.500000 0.0 0.000000 0.451863
1 0.500000 0.0 0.010000 0.450622
2 0.500000 0.0 0.010000 0.450622
3 0.500000 0.0 0.010000 0.450622
4 0.500000 0.0 0.010000 0.450622
5 0.500000 0.0 0.010000 0.450622
6 0.500000 0.0 0.010000 0.450622
7 0.500000 0.0 0.010000 0.450622
8 0.500000 0.0 0.010000 0.450622
9 0.500000 0.0 0.010000 0.450622
10 0.500000 0.0 0.010000 0.450622
1 0.500000 0.0 0.020000 0.449375
2 0.500000 0.0 0.020000 0.449375
3 0.500000 0.0 0.020000 0.449375
4 0.500000 0.0 0.020000 0.449375
5 0.500000 0.0 0.020000 0.449375
6 0.500000 0.0 0.020000 0.449375
7 0.500000 0.0 0.020000 0.449375
8 0.500000 0.0 0.020000 0.449375
9 0.500000 0.0 0.020000 0.449375
10 0.500000 0.0 0.020000 0.449375
1 0.500000 0.0 0.030000 0.448122
2 0.500000 0.0 0.030000 0.448122
3 0.500000 0.0 0.030000 0.448122
4 0.500000 0.0 0.030000 0.448122
5 0.500000 0.0 0.030000 0.448122
6 0.500000 0.0 0.030000 0.448122
7 0.500000 0.0 0.030000 0.448122
8 0.500000 0.0 0.030000 0.448122
9 0.500000 0.0 0.030000 0.448122
10 0.500000 0.0 0.030000 0.448122
1 0.500000 0.0 0.040000 0.446865
2 0.500000 0.0 0.040000 0.446865
3 0.500000 0.0 0.040000 0.446865
4 0.500000 0.0 0.040000 0.446865
5 0.500000 0.0 0.040000 0.446865
6 0.500000 0.0 0.040000 0.446865
7 0.500000 0.0 0.040000 0.446865
8 0.500000 0.0 0.040000 0.446865
9 0.500000 0.0 0.040000 0.446865
10 0.500000 0.0 0.040000 0.446865
1 0.500000 0.0 0.050000 0.445601
2 0.500000 0.0 0.050000 0.445601
3 0.500000 0.0 0.050000 0.445601
4 0.500000 0.0 0.050000 0.445601
5 0.500000 0.0 0.050000 0.445601
6 0.500000 0.0 0.050000 0.445601
7 0.500000 0.0 0.050000 0.445601
8 0.500000 0.0 0.050000 0.445601
9 0.500000 0.0 0.050000 0.445601
10 0.500000 0.0 0.050000 0.445601
1 0.500000 0.0 0.060000 0.444332
2 0.500000 0.0 0.060000 0.444332
3 0.500000 0.0 0.060000 0.444332
4 0.500000 0.0 0.060000 0.444332
5 0.500000 0.0 0.060000 0.444332
6 0.500000 0.0 0.060000 0.444332
7 0.500000 0.0 0.060000 0.444332
8 0.500000 0.0 0.060000 0.444332
9 0.500000 0.0 0.060000 0.444332
10 0.500000 0.0 0.060000 0.444332
1 0.500000 0.0 0.070000 0.443058
2 0.500000 0.0 0.070000 0.443058
3 0.500000 0.0 0.070000 0.443058
4 0.500000 0.0 0.070000 0.443058
5 0.500000 0.0 0.070000 0.443058
6 0.500000 0.0 0.070000 0.443058
7 0.500000 0.0 0.070000 0.443058
8 0.500000 0.0 0.070000 0.443058
9 0.500000 0.0 0.070000 0.443058
10 0.500000 0.0 0.070000 0.443058
1 0.500000 0.0 0.080000 0.441779
2 0.500000 0.0 0.080000 0.441779
3 0.500000 0.0 0.080000 0.441779
4 0.500000 0.0 0.080000 0.441779
5 0.500000 0.0 0.080000 0.441779
6 0.500000 0.0 0.080000 0.441779
7 0.500000 0.0 0.080000 0.441779
8 0.500000 0.0 0.080000 0.441779
9 0.500000 0.0 0.080000 0.441779
10 0.500000 0.0 0.080000 0.441779
1 0.500000 0.0 0.090000 0.440494
2 0.500000 0.0 0.090000 0.440494
3 0.500000 0.0 0.090000 0.440494
4 0.500000 0.0 0.090000 0.440494
5 0.500000 0.0 0.090000 0.440494
6 0.500000 0.0 0.090000 0.440494
7 0.500000 0.0 0.090000 0.440494
8 0.500000 0.0 0.090000 0.440494
9 0.500000 0.0 0.090000 0.440494
10 0.500000 0.0 0.090000 0.440494
1 0.500000 0.0 0.100000 0.439203
2 0.500000 0.0 0.100000 0.439203
3 0.500000 0.0 0.100000 0.439203
4 0.500000 0.0 0.100000 0.439203
5 0.500000 0.0 0.100000 0.439203
6 0.500000 0.0 0.100000 0.439203
7 0.500000 0.0 0.100000 0.439203
8 0.500000 0.0 0.100000 0.439203
9 0.500000 0.0 0.100000 0.439203
10 0.500000 0.0 0.100000 0.439203
1 0.500000 0.0 0.110000 0.437907
2 0.500000 0.0 0.110000 0.437907
3 0.500000 0.0 0.110000 0.437907
4 0.500000 0.0 0.110000 0.437907
5 0.500000 0.0 0.110000 0.437907
6 0.500000 0.0 0.110000 0.437907
7 0.500000 0.0 0.110000 0.437907
8 0.500000 0.0 0.110000 0.437907
9 0.500000 0.0 0.110000 0.437907
10 0.500000 0.0 0.110000 0.437907
1 0.500000 0.0 0.120000 0.436606
2 0.500000 0.0 0.120000 0.436606
3 0.500000 0.0 0.120000 0.436606
4 0.500000 0.0 0.120000 0.436606
5 0.500000 0.0 0.120000 0.436606
6 0.500000 0.0 0.120000 0.436606
7 0.500000 0.0 0.120000 0.436606
8 0.500000 0.0 0.120000 0.436606
9 0.500000 0.0 0.120000 0.436606
10 0.500000 0.0 0.120000 0.436606
1 0.500000 0.0 0.130000 0.4353
2 0.500000 0.0 0.130000 0.4353
3 0.500000 0.0 0.130000 0.4353
4 0.500000 0.0 0.130000 0.4353
5 0.500000 0.0 0.130000 0.4353
6 0.500000 0.0 0.130000 0.4353
7 0.500000 0.0 0.130000 0.4353
8 0.500000 0.0 0.130000 0.4353
9 0.500000 0.0 0.130000 0.4353
10 0.500000 0.0 0.130000 0.4353
1 0.500000 0.0 0.140000 0.433989
2 0.500000 0.0 0.140000 0.433989
3 0.500000 0.0 0.140000 0.433989
4 0.500000 0.0 0.140000 0.433989
5 0.500000 0.0 0.140000 0.433989
6 0.500000 0.0 0.140000 0.433989
7 0.500000 0.0 0.140000 0.433989
8 0.500000 0.0 0.140000 0.433989
9 0.500000 0.0 0.140000 0.433989
10 0.500000 0.0 0.140000 0.433989
1 0.500000 0.0 0.150000 0.432672
2 0.500000 0.0 0.150000 0.432672
3 0.500000 0.0 0.150000 0.432672
4 0.500000 0.0 0.150000 0.432672
5 0.500000 0.0 0.150000 0.432672
6 0.500000 0.0 0.150000 0.432672
7 0.500000 0.0 0.150000 0.432672
8 0.500000 0.0 0.150000 0.432672
9 0.500000 0.0 0.150000 0.432672
10 0.500000 0.0 0.150000 0.432672
1 0.500000 0.0 0.160000 0.43135
