i x0 x1 x2 result
1 700.000000 698.000000 690.000000 0.880762
2 700.000000 698.000000 690.000000 0.880762
3 700.000000 698.000000 690.000000 0.880762
4 700.000000 698.000000 690.000000 0.880762
5 700.000000 698.000000 690.000000 0.880762
6 700.000000 698.000000 690.000000 0.880762
7 700.000000 698.000000 690.000000 0.880762
8 700.000000 698.000000 690.000000 0.880762
9 700.000000 698.000000 690.000000 0.880762
10 700.000000 698.000000 690.000000 0.880762
1 700.000000 698.000000 690.500000 0.880739
2 700.000000 698.000000 690.500000 0.880739
3 700.000000 698.000000 690.500000 0.880739
4 700.000000 698.000000 690.500000 0.880739
5 700.000000 698.000000 690.500000 0.880739
6 700.000000 698.000000 690.500000 0.880739
7 700.000000 698.000000 690.500000 0.880739
8 700.000000 698.000000 690.500000 0.880739
9 700.000000 698.000000 690.500000 0.880739
10 700.000000 698.000000 690.500000 0.880739
1 700.000000 698.000000 691.000000 0.880701
2 700.000000 698.000000 691.000000 0.880701
3 700.000000 698.000000 691.000000 0.880701
4 700.000000 698.000000 691.000000 0.880701
5 700.000000 698.000000 691.000000 0.880701
6 700.000000 698.000000 691.000000 0.880701
7 700.000000 698.000000 691.000000 0.880701
8 700.000000 698.000000 691.000000 0.880701
9 700.000000 698.000000 691.000000 0.880701
10 700.000000 698.000000 691.000000 0.880701
1 700.000000 698.000000 691.500000 0.880639
2 700.000000 698.000000 691.500000 0.880639
3 700.000000 698.000000 691.500000 0.880639
4 700.000000 698.000000 691.500000 0.880639
5 700.000000 698.000000 691.500000 0.880639
6 700.000000 698.000000 691.500000 0.880639
7 700.000000 698.000000 691.500000 0.880639
8 700.000000 698.000000 691.500000 0.880639
9 700.000000 698.000000 691.500000 0.880639
10 700.000000 698.000000 691.500000 0.880639
1 700.000000 698.000000 692.000000 0.880537
2 700.000000 698.000000 692.000000 0.880537
3 700.000000 698.000000 692.000000 0.880537
4 700.000000 698.000000 692.000000 0.880537
5 700.000000 698.000000 692.000000 0.880537
6 700.000000 698.000000 692.000000 0.880537
7 700.000000 698.000000 692.000000 0.880537
8 700.000000 698.000000 692.000000 0.880537
9 700.000000 698.000000 692.000000 0.880537
10 700.000000 698.000000 692.000000 0.880537
1 700.000000 698.000000 692.500000 0.880368
2 700.000000 698.000000 692.500000 0.880368
3 700.000000 698.000000 692.500000 0.880368
4 700.000000 698.000000 692.500000 0.880368
5 700.000000 698.000000 692.500000 0.880368
6 700.000000 698.000000 692.500000 0.880368
7 700.000000 698.000000 692.500000 0.880368
8 700.000000 698.000000 692.500000 0.880368
9 700.000000 698.000000 692.500000 0.880368
10 700.000000 698.000000 692.500000 0.880368
1 700.000000 698.000000 693.000000 0.88009
2 700.000000 698.000000 693.000000 0.88009
3 700.000000 698.000000 693.000000 0.88009
4 700.000000 698.000000 693.000000 0.88009
5 700.000000 698.000000 693.000000 0.88009
6 700.000000 698.000000 693.000000 0.88009
7 700.000000 698.000000 693.000000 0.88009
8 700.000000 698.000000 693.000000 0.88009
9 700.000000 698.000000 693.000000 0.88009
10 700.000000 698.000000 693.000000 0.88009
1 700.000000 698.000000 693.500000 0.879632
2 700.000000 698.000000 693.500000 0.879632
3 700.000000 698.000000 693.500000 0.879632
4 700.000000 698.000000 693.500000 0.879632
5 700.000000 698.000000 693.500000 0.879632
6 700.000000 698.000000 693.500000 0.879632
7 700.000000 698.000000 693.500000 0.879632
8 700.000000 698.000000 693.500000 0.879632
9 700.000000 698.000000 693.500000 0.879632
10 700.000000 698.000000 693.500000 0.879632
1 700.000000 698.000000 694.000000 0.878878
2 700.000000 698.000000 694.000000 0.878878
3 700.000000 698.000000 694.000000 0.878878
4 700.000000 698.000000 694.000000 0.878878
5 700.000000 698.000000 694.000000 0.878878
6 700.000000 698.000000 694.000000 0.878878
7 700.000000 698.000000 694.000000 0.878878
8 700.000000 698.000000 694.000000 0.878878
9 700.000000 698.000000 694.000000 0.878878
10 700.000000 698.000000 694.000000 0.878878
1 700.000000 698.000000 694.500000 0.877638
2 700.000000 698.000000 694.500000 0.877638
3 700.000000 698.000000 694.500000 0.877638
4 700.000000 698.000000 694.500000 0.877638
5 700.000000 698.000000 694.500000 0.877638
6 700.000000 698.000000 694.500000 0.877638
7 700.000000 698.000000 694.500000 0.877638
8 700.000000 698.000000 694.500000 0.877638
9 700.000000 698.000000 694.500000 0.877638
10 700.000000 698.000000 694.500000 0.877638
1 700.000000 698.000000 695.000000 0.875601
2 700.000000 698.000000 695.000000 0.875601
3 700.000000 698.000000 695.000000 0.875601
