i x0 x1 x2 result
1 -5.000000 0.0 0.0 0.00335766
2 -5.000000 0.0 0.0 0.00335766
3 -5.000000 0.0 0.0 0.00335766
4 -5.000000 0.0 0.0 0.00335766
5 -5.000000 0.0 0.0 0.00335766
6 -5.000000 0.0 0.0 0.00335766
7 -5.000000 0.0 0.0 0.00335766
8 -5.000000 0.0 0.0 0.00335766
9 -5.000000 0.0 0.0 0.00335766
10 -5.000000 0.0 0.0 0.00335766
1 -4.500000 0.0 0.0 0.00552382
2 -4.500000 0.0 0.0 0.00552382
3 -4.500000 0.0 0.0 0.00552382
4 -4.500000 0.0 0.0 0.00552382
5 -4.500000 0.0 0.0 0.00552382
6 -4.500000 0.0 0.0 0.00552382
7 -4.500000 0.0 0.0 0.00552382
8 -4.500000 0.0 0.0 0.00552382
9 -4.500000 0.0 0.0 0.00552382
10 -4.500000 0.0 0.0 0.00552382
1 -4.000000 0.0 0.0 0.00907472
2 -4.000000 0.0 0.0 0.00907471
3 -4.000000 0.0 0.0 0.00907471
4 -4.000000 0.0 0.0 0.00907471
5 -4.000000 0.0 0.0 0.00907471
6 -4.000000 0.0 0.0 0.00907471
7 -4.000000 0.0 0.0 0.00907472
8 -4.000000 0.0 0.0 0.00907471
9 -4.000000 0.0 0.0 0.00907471
10 -4.000000 0.0 0.0 0.00907472
1 -3.500000 0.0 0.0 0.0148741
2 -3.500000 0.0 0.0 0.0148741
3 -3.500000 0.0 0.0 0.0148741
4 -3.500000 0.0 0.0 0.0148741
5 -3.500000 0.0 0.0 0.0148741
6 -3.500000 0.0 0.0 0.0148741
7 -3.500000 0.0 0.0 0.0148741
8 -3.500000 0.0 0.0 0.0148741
9 -3.500000 0.0 0.0 0.0148741
10 -3.500000 0.0 0.0 0.0148741
1 -3.000000 0.0 0.0 0.0242889
2 -3.000000 0.0 0.0 0.0242889
3 -3.000000 0.0 0.0 0.0242889
4 -3.000000 0.0 0.0 0.0242889
5 -3.000000 0.0 0.0 0.0242889
6 -3.000000 0.0 0.0 0.0242889
7 -3.000000 0.0 0.0 0.0242889
8 -3.000000 0.0 0.0 0.0242889
9 -3.000000 0.0 0.0 0.0242889
10 -3.000000 0.0 0.0 0.0242889
1 -2.500000 0.0 0.0 0.0394244
2 -2.500000 0.0 0.0 0.0394244
3 -2.500000 0.0 0.0 0.0394244
4 -2.500000 0.0 0.0 0.0394244
5 -2.500000 0.0 0.0 0.0394244
6 -2.500000 0.0 0.0 0.0394244
7 -2.500000 0.0 0.0 0.0394244
8 -2.500000 0.0 0.0 0.0394244
9 -2.500000 0.0 0.0 0.0394244
10 -2.500000 0.0 0.0 0.0394244
1 -2.000000 0.0 0.0 0.0633789
2 -2.000000 0.0 0.0 0.0633789
3 -2.000000 0.0 0.0 0.0633789
4 -2.000000 0.0 0.0 0.0633789
5 -2.000000 0.0 0.0 0.0633789
6 -2.000000 0.0 0.0 0.0633789
7 -2.000000 0.0 0.0 0.0633789
8 -2.000000 0.0 0.0 0.0633789
9 -2.000000 0.0 0.0 0.0633789
10 -2.000000 0.0 0.0 0.0633789
1 -1.500000 0.0 0.0 0.100368
2 -1.500000 0.0 0.0 0.100368
3 -1.500000 0.0 0.0 0.100368
4 -1.500000 0.0 0.0 0.100368
5 -1.500000 0.0 0.0 0.100368
6 -1.500000 0.0 0.0 0.100368
7 -1.500000 0.0 0.0 0.100368
8 -1.500000 0.0 0.0 0.100368
9 -1.500000 0.0 0.0 0.100368
10 -1.500000 0.0 0.0 0.100368
1 -1.000000 0.0 0.0 0.155362
2 -1.000000 0.0 0.0 0.155362
3 -1.000000 0.0 0.0 0.155362
4 -1.000000 0.0 0.0 0.155362
5 -1.000000 0.0 0.0 0.155362
6 -1.000000 0.0 0.0 0.155362
7 -1.000000 0.0 0.0 0.155362
8 -1.000000 0.0 0.0 0.155362
9 -1.000000 0.0 0.0 0.155362
10 -1.000000 0.0 0.0 0.155362
1 -0.500000 0.0 0.0 0.232697
2 -0.500000 0.0 0.0 0.232697
3 -0.500000 0.0 0.0 0.232697
4 -0.500000 0.0 0.0 0.232697
5 -0.500000 0.0 0.0 0.232697
6 -0.500000 0.0 0.0 0.232697
7 -0.500000 0.0 0.0 0.232697
8 -0.500000 0.0 0.0 0.232697
9 -0.500000 0.0 0.0 0.232697
10 -0.500000 0.0 0.0 0.232697
1 0.000000 0.0 0.0 0.333333
2 0.000000 0.0 0.0 0.333333
3 0.000000 0.0 0.0 0.333333
4 0.000000 0.0 0.0 0.333333
5 0.000000 0.0 0.0 0.333333
6 0.000000 0.0 0.0 0.333333
7 0.000000 0.0 0.0 0.333333
8 0.000000 0.0 0.0 0.333333
9 0.000000 0.0 0.0 0.333333
10 0.000000 0.0 0.0 0.333333
1 0.500000 0.0 0.0 0.451863
2 0.500000 0.0 0.0 0.451863
3 0.500000 0.0 0.0 0.451863
4 0.500000 0.0 0.0 0.451863
5 0.500000 0.0 0.0 0.451863
6 0.500000 0.0 0.0 0.451863
7 0.500000 0.0 0.0 0.451863
8 0.500000 0.0 0.0 0.451863
9 0.500000 0.0 0.0 0.451863
10 0.500000 0.0 0.0 0.451863
1 1.000000 0.0 0.0 0.576117
2 1.000000 0.0 0.0 0.576117
3 1.000000 0.0 0.0 0.576117
4 1.000000 0.0 0.0 0.576117
5 1.000000 0.0 0.0 0.576117
6 1.000000 0.0 0.0 0.576117
7 1.000000 0.0 0.0 0.576117
8 1.000000 0.0 0.0 0.576117
9 1.000000 0.0 0.0 0.576117
10 1.000000 0.0 0.0 0.576117
1 1.500000 0.0 0.0 0.691438
2 1.500000 0.0 0.0 0.691438
3 1.500000 0.0 0.0 0.691438
4 1.500000 0.0 0.0 0.691439
5 1.500000 0.0 0.0 0.691438
6 1.500000 0.0 0.0 0.691438
7 1.500000 0.0 0.0 0.691439
8 1.500000 0.0 0.0 0.691438
9 1.500000 0.0 0.0 0.691438
10 1.500000 0.0 0.0 0.691438
1 2.000000 0.0 0.0 0.786986
2 2.000000 0.0 0.0 0.786986
3 2.000000 0.0 0.0 0.786986
4 2.000000 0.0 0.0 0.786986
5 2.000000 0.0 0.0 0.786986
6 2.000000 0.0 0.0 0.786986
7 2.000000 0.0 0.0 0.786986
8 2.000000 0.0 0.0 0.786986
9 2.000000 0.0 0.0 0.786986
10 2.000000 0.0 0.0 0.786986
1 2.500000 0.0 0.0 0.858981
2 2.500000 0.0 0.0 0.858981
3 2.500000 0.0 0.0 0.858981
4 2.500000 0.0 0.0 0.858981
5 2.500000 0.0 0.0 0.858981
6 2.500000 0.0 0.0 0.858981
7 2.500000 0.0 0.0 0.858981
8 2.500000 0.0 0.0 0.858981
9 2.500000 0.0 0.0 0.858981
10 2.500000 0.0 0.0 0.858981
1 3.000000 0.0 0.0 0.909443
2 3.000000 0.0 0.0 0.909443
3 3.000000 0.0 0.0 0.909443
4 3.000000 0.0 0.0 0.909443
5 3.000000 0.0 0.0 0.909443
6 3.000000 0.0 0.0 0.909443
7 3.000000 0.0 0.0 0.909443
8 3.000000 0.0 0.0 0.909443
9 3.000000 0.0 0.0 0.909443
10 3.000000 0.0 0.0 0.909443
1 3.500000 0.0 0.0 0.943045
2 3.500000 0.0 0.0 0.943045
3 3.500000 0.0 0.0 0.943045
4 3.500000 0.0 0.0 0.943045
5 3.500000 0.0 0.0 0.943045
6 3.500000 0.0 0.0 0.943045
7 3.500000 0.0 0.0 0.943045
8 3.500000 0.0 0.0 0.943045
9 3.500000 0.0 0.0 0.943045
10 3.500000 0.0 0.0 0.943045
1 4.000000 0.0 0.0 0.964663
2 4.000000 0.0 0.0 0.964663
3 4.000000 0.0 0.0 0.964663
4 4.000000 0.0 0.0 0.964663
5 4.000000 0.0 0.0 0.964663
6 4.000000 0.0 0.0 0.964663
7 4.000000 0.0 0.0 0.964663
8 4.000000 0.0 0.0 0.964663
9 4.000000 0.0 0.0 0.964663
10 4.000000 0.0 0.0 0.964663
1 4.500000 0.0 0.0 0.978265
2 4.500000 0.0 0.0 0.978265
3 4.500000 0.0 0.0 0.978265
4 4.500000 0.0 0.0 0.978265
5 4.500000 0.0 0.0 0.978265
6 4.500000 0.0 0.0 0.978265
7 4.500000 0.0 0.0 0.978265
8 4.500000 0.0 0.0 0.978265
9 4.500000 0.0 0.0 0.978265
10 4.500000 0.0 0.0 0.978265
1 5.000000 0.0 0.0 0.986703
2 5.000000 0.0 0.0 0.986703
3 5.000000 0.0 0.0 0.986703
4 5.000000 0.0 0.0 0.986703
5 5.000000 0.0 0.0 0.986703
6 5.000000 0.0 0.0 0.986703
7 5.000000 0.0 0.0 0.986703
8 5.000000 0.0 0.0 0.986703
9 5.000000 0.0 0.0 0.986703
10 5.000000 0.0 0.0 0.986703
