i x0 x1 x2 result
1 -20.000000 -20.000010 0.0 2.06115e-09
2 -20.000000 -20.000010 0.0 2.06115e-09
3 -20.000000 -20.000010 0.0 2.06115e-09
4 -20.000000 -20.000010 0.0 2.06115e-09
5 -20.000000 -20.000010 0.0 2.06115e-09
6 -20.000000 -20.000010 0.0 2.06115e-09
7 -20.000000 -20.000010 0.0 2.06115e-09
8 -20.000000 -20.000010 0.0 2.06115e-09
9 -20.000000 -20.000010 0.0 2.06115e-09
10 -20.000000 -20.000010 0.0 2.06115e-09
1 -20.000000 -19.500010 0.0 2.06115e-09
2 -20.000000 -19.500010 0.0 2.06115e-09
3 -20.000000 -19.500010 0.0 2.06115e-09
4 -20.000000 -19.500010 0.0 2.06115e-09
5 -20.000000 -19.500010 0.0 2.06115e-09
6 -20.000000 -19.500010 0.0 2.06115e-09
7 -20.000000 -19.500010 0.0 2.06115e-09
8 -20.000000 -19.500010 0.0 2.06115e-09
9 -20.000000 -19.500010 0.0 2.06115e-09
10 -20.000000 -19.500010 0.0 2.06115e-09
1 -20.000000 -19.000010 0.0 2.06115e-09
2 -20.000000 -19.000010 0.0 2.06115e-09
3 -20.000000 -19.000010 0.0 2.06115e-09
4 -20.000000 -19.000010 0.0 2.06115e-09
5 -20.000000 -19.000010 0.0 2.06115e-09
6 -20.000000 -19.000010 0.0 2.06115e-09
7 -20.000000 -19.000010 0.0 2.06115e-09
8 -20.000000 -19.000010 0.0 2.06115e-09
9 -20.000000 -19.000010 0.0 2.06115e-09
10 -20.000000 -19.000010 0.0 2.06115e-09
1 -20.000000 -18.500010 0.0 2.06115e-09
2 -20.000000 -18.500010 0.0 2.06115e-09
3 -20.000000 -18.500010 0.0 2.06115e-09
4 -20.000000 -18.500010 0.0 2.06115e-09
5 -20.000000 -18.500010 0.0 2.06115e-09
6 -20.000000 -18.500010 0.0 2.06115e-09
7 -20.000000 -18.500010 0.0 2.06115e-09
8 -20.000000 -18.500010 0.0 2.06115e-09
9 -20.000000 -18.500010 0.0 2.06115e-09
10 -20.000000 -18.500010 0.0 2.06115e-09
1 -20.000000 -18.000010 0.0 2.06115e-09
2 -20.000000 -18.000010 0.0 2.06115e-09
3 -20.000000 -18.000010 0.0 2.06115e-09
4 -20.000000 -18.000010 0.0 2.06115e-09
5 -20.000000 -18.000010 0.0 2.06115e-09
6 -20.000000 -18.000010 0.0 2.06115e-09
7 -20.000000 -18.000010 0.0 2.06115e-09
8 -20.000000 -18.000010 0.0 2.06115e-09
9 -20.000000 -18.000010 0.0 2.06115e-09
10 -20.000000 -18.000010 0.0 2.06115e-09
1 -20.000000 -17.500010 0.0 2.06115e-09
2 -20.000000 -17.500010 0.0 2.06115e-09
3 -20.000000 -17.500010 0.0 2.06115e-09
4 -20.000000 -17.500010 0.0 2.06115e-09
5 -20.000000 -17.500010 0.0 2.06115e-09
6 -20.000000 -17.500010 0.0 2.06115e-09
7 -20.000000 -17.500010 0.0 2.06115e-09
8 -20.000000 -17.500010 0.0 2.06115e-09
9 -20.000000 -17.500010 0.0 2.06115e-09
10 -20.000000 -17.500010 0.0 2.06115e-09
1 -20.000000 -17.000010 0.0 2.06115e-09
2 -20.000000 -17.000010 0.0 2.06115e-09
3 -20.000000 -17.000010 0.0 2.06115e-09
4 -20.000000 -17.000010 0.0 2.06115e-09
5 -20.000000 -17.000010 0.0 2.06115e-09
6 -20.000000 -17.000010 0.0 2.06115e-09
7 -20.000000 -17.000010 0.0 2.06115e-09
8 -20.000000 -17.000010 0.0 2.06115e-09
9 -20.000000 -17.000010 0.0 2.06115e-09
10 -20.000000 -17.000010 0.0 2.06115e-09
1 -20.000000 -16.500010 0.0 2.06115e-09
2 -20.000000 -16.500010 0.0 2.06115e-09
3 -20.000000 -16.500010 0.0 2.06115e-09
4 -20.000000 -16.500010 0.0 2.06115e-09
5 -20.000000 -16.500010 0.0 2.06115e-09
6 -20.000000 -16.500010 0.0 2.06115e-09
7 -20.000000 -16.500010 0.0 2.06115e-09
8 -20.000000 -16.500010 0.0 2.06115e-09
9 -20.000000 -16.500010 0.0 2.06115e-09
10 -20.000000 -16.500010 0.0 2.06115e-09
1 -20.000000 -16.000010 0.0 2.06115e-09
2 -20.000000 -16.000010 0.0 2.06115e-09
3 -20.000000 -16.000010 0.0 2.06115e-09
4 -20.000000 -16.000010 0.0 2.06115e-09
5 -20.000000 -16.000010 0.0 2.06115e-09
6 -20.000000 -16.000010 0.0 2.06115e-09
7 -20.000000 -16.000010 0.0 2.06115e-09
8 -20.000000 -16.000010 0.0 2.06115e-09
9 -20.000000 -16.000010 0.0 2.06115e-09
10 -20.000000 -16.000010 0.0 2.06115e-09
1 -20.000000 -15.500010 0.0 2.06115e-09
2 -20.000000 -15.500010 0.0 2.06115e-09
3 -20.000000 -15.500010 0.0 2.06115e-09
4 -20.000000 -15.500010 0.0 2.06115e-09
5 -20.000000 -15.500010 0.0 2.06115e-09
6 -20.000000 -15.500010 0.0 2.06115e-09
7 -20.000000 -15.500010 0.0 2.06115e-09
8 -20.000000 -15.500010 0.0 2.06115e-09
9 -20.000000 -15.500010 0.0 2.06115e-09
10 -20.000000 -15.500010 0.0 2.06115e-09
1 -20.000000 -15.000010 0.0 2.06115e-09
2 -20.000000 -15.000010 0.0 2.06115e-09
3 -20.000000 -15.000010 0.0 2.06115e-09
4 -20.000000 -15.000010 0.0 2.06115e-09
5 -20.000000 -15.000010 0.0 2.06115e-09
6 -20.000000 -15.000010 0.0 2.06115e-09
7 -20.000000 -15.000010 0.0 2.06115e-09
8 -20.000000 -15.000010 0.0 2.06115e-09
9 -20.000000 -15.000010 0.0 2.06115e-09
10 -20.000000 -15.000010 0.0 2.06115e-09
1 -20.000000 -14.500010 0.0 2.06115e-09
2 -20.000000 -14.500010 0.0 2.06115e-09
3 -20.000000 -14.500010 0.0 2.06115e-09
4 -20.000000 -14.500010 0.0 2.06115e-09
5 -20.000000 -14.500010 0.0 2.06115e-09
6 -20.000000 -14.500010 0.0 2.06115e-09
7 -20.000000 -14.500010 0.0 2.06115e-09
8 -20.000000 -14.500010 0.0 2.06115e-09
9 -20.000000 -14.500010 0.0 2.06115e-09
10 -20.000000 -14.500010 0.0 2.06115e-09
1 -20.000000 -14.000010 0.0 2.06115e-09
2 -20.000000 -14.000010 0.0 2.06115e-09
3 -20.000000 -14.000010 0.0 2.06115e-09
4 -20.000000 -14.000010 0.0 2.06115e-09
5 -20.000000 -14.000010 0.0 2.06115e-09
6 -20.000000 -14.000010 0.0 2.06115e-09
7 -20.000000 -14.000010 0.0 2.06115e-09
8 -20.000000 -14.000010 0.0 2.06115e-09
9 -20.000000 -14.000010 0.0 2.06115e-09
10 -20.000000 -14.000010 0.0 2.06115e-09
1 -20.000000 -13.500010 0.0 2.06115e-09
2 -20.000000 -13.500010 0.0 2.06115e-09
3 -20.000000 -13.500010 0.0 2.06115e-09
4 -20.000000 -13.500010 0.0 2.06115e-09
5 -20.000000 -13.500010 0.0 2.06115e-09
6 -20.000000 -13.500010 0.0 2.06115e-09
7 -20.000000 -13.500010 0.0 2.06115e-09
8 -20.000000 -13.500010 0.0 2.06115e-09
9 -20.000000 -13.500010 0.0 2.06115e-09
10 -20.000000 -13.500010 0.0 2.06115e-09
1 -20.000000 -13.000010 0.0 2.06115e-09
2 -20.000000 -13.000010 0.0 2.06115e-09
3 -20.000000 -13.000010 0.0 2.06115e-09
4 -20.000000 -13.000010 0.0 2.06115e-09
5 -20.000000 -13.000010 0.0 2.06115e-09
6 -20.000000 -13.000010 0.0 2.06115e-09
7 -20.000000 -13.000010 0.0 2.06115e-09
8 -20.000000 -13.000010 0.0 2.06115e-09
9 -20.000000 -13.000010 0.0 2.06115e-09
