x0,x1,x2,mean,std,min,max,count,sig_digits
-5.0,0.0,0.0,0.0033576599999999997,4.336808689942018e-19,0.00335766,0.00335766,10,7.224719895935548
-4.5,0.0,0.0,0.00552382,0.0,0.00552382,0.00552382,10,7.224719895935548
-4.0,0.0,0.0,0.009074713,4.582575694928625e-09,0.00907471,0.00907472,10,6.296723251414042
-3.5,0.0,0.0,0.014874099999999998,1.734723475976807e-18,0.0148741,0.0148741,10,7.224719895935548
-3.0,0.0,0.0,0.0242889,0.0,0.0242889,0.0242889,10,7.224719895935548
-2.5,0.0,0.0,0.039424400000000005,6.938893903907228e-18,0.0394244,0.0394244,10,7.224719895935548
-2.0,0.0,0.0,0.0633789,0.0,0.0633789,0.0633789,10,7.224719895935548
-1.5,0.0,0.0,0.10036799999999999,1.3877787807814457e-17,0.100368,0.100368,10,7.224719895935548
-1.0,0.0,0.0,0.155362,0.0,0.155362,0.155362,10,7.224719895935548
-0.5,0.0,0.0,0.232697,0.0,0.232697,0.232697,10,7.224719895935548
0.0,0.0,0.0,0.333333,0.0,0.333333,0.333333,10,7.224719895935548
0.5,0.0,0.0,0.45186300000000007,5.551115123125783e-17,0.451863,0.451863,10,7.224719895935548
1.0,0.0,0.0,0.576117,0.0,0.576117,0.576117,10,7.224719895935548
1.5,0.0,0.0,0.6914382,4.000000000115022e-07,0.691438,0.691439,10,6.237693378067447
2.0,0.0,0.0,0.786986,0.0,0.786986,0.786986,10,7.224719895935548
2.5,0.0,0.0,0.858981,0.0,0.858981,0.858981,10,7.224719895935548
3.0,0.0,0.0,0.9094429999999999,1.1102230246251565e-16,0.909443,0.909443,10,7.224719895935548
3.5,0.0,0.0,0.943045,0.0,0.943045,0.943045,10,7.224719895935548
4.0,0.0,0.0,0.964663,0.0,0.964663,0.964663,10,7.224719895935548
4.5,0.0,0.0,0.978265,0.0,0.978265,0.978265,10,7.224719895935548
5.0,0.0,0.0,0.986703,0.0,0.986703,0.986703,10,7.224719895935548
